timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,Latency
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137232,1,1,0
1.46E+12,312,[TEST] Get Quote - 78 - SemiAnnual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1540,1,1,312
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137241,1,1,0
1.46E+12,316,[TEST] Get Quote - 79 - Quarterly,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1538,1,1,316
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137241,1,1,0
1.46E+12,305,[TEST] Get Quote - 80 - MonthlyPac,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1531,1,1,304
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137232,1,1,0
1.46E+12,1525,[TEST] Get Quote - 81 - Annual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,873,1,1,1525
1.46E+12,1,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137229,1,1,0
1.46E+12,296,[TEST] Get Quote - 82 - SemiAnnual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,871,1,1,296
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137234,1,1,0
1.46E+12,359,[TEST] Get Quote - 83 - Quarterly,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,871,1,1,359
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137236,1,1,0
1.46E+12,300,[TEST] Get Quote - 84 - MonthlyPac,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,872,1,1,300
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137232,1,1,0
1.46E+12,305,[TEST] Get Quote - 85 - Annual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,871,1,1,305
1.46E+12,1,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137232,1,1,0
1.46E+12,312,[TEST] Get Quote - 86 - SemiAnnual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1548,1,1,312
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137239,1,1,0
1.46E+12,311,[TEST] Get Quote - 87 - Quarterly,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1540,1,1,310
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137239,1,1,0
1.46E+12,316,[TEST] Get Quote - 88 - MonthlyPac,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1544,1,1,316
1.46E+12,1,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137239,1,1,0
1.46E+12,299,[TEST] Get Quote - 89 - Annual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1529,1,1,299
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137237,1,1,0
1.46E+12,314,[TEST] Get Quote - 90 - SemiAnnual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1537,1,1,313
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137241,1,1,0
1.46E+12,300,[TEST] Get Quote - 91 - Quarterly,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1547,1,1,300
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137239,1,1,0
1.46E+12,307,[TEST] Get Quote - 92 - MonthlyPac,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1542,1,1,307
1.46E+12,0,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137235,1,1,0
1.46E+12,295,[TEST] Get Quote - 93 - Annual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1532,1,1,295
1.46E+12,1,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137237,1,1,0
1.46E+12,301,[TEST] Get Quote - 94 - SemiAnnual,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1540,1,1,300
1.46E+12,1,Output Initial Configuration,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,137244,1,1,0
1.46E+12,299,[TEST] Get Quote - 95 - Quarterly,200,OK,CalcStorm - Lincoln tests 1-1,text,TRUE,1538,1,1,299
